"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Away","AwayGoals","Attendance","Venue","Referee","Notes","MatchURL","Home_xG","Away_xG"
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"20:30","Moldova md",0,"ro Romania",5,NA,"Stadionul Zimbru (Neutral Site)","Yaşar Kemal Uğurlu","","https://fbref.com/en/matches/d68414af/Moldova-Romania-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"20:45","Austria at",2,"it Italy",0,NA,"Ernst-Happel-Stadion (Neutral Site)","Christian Dingert","","https://fbref.com/en/matches/9d7b2713/Austria-Italy-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-11-20,"21:00","Syria sy",1,"ve Venezuela",2,NA,"Dubai Club Stadium (Neutral Site)","Omar Mohamed Al Ali","","https://fbref.com/en/matches/c31dee93/Syria-Venezuela-November-20-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-12-09,"21:00","Malaysia my",4,"kh Cambodia",0,NA,"Stadium Nasional Bukit Jalil (Neutral Site)","Mongkolchai Pechsri","","https://fbref.com/en/matches/3c5fddea/Malaysia-Cambodia-December-9-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sun",2022-12-11,"20:30","Thailand th",6,"mm Myanmar",0,3136,"Thammasat Stadium (Neutral Site)","Amirul Izwan Yaacob","","https://fbref.com/en/matches/d460d54f/Thailand-Myanmar-December-11-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-12-14,"18:00","Vietnam vn",1,"ph Philippines",0,NA,"Sân vận động Hàng Đẫy","Wiwat Jumpaoon","","https://fbref.com/en/matches/93fe8bef/Vietnam-Philippines-December-14-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-12-14,"20:30","Thailand th",0,"tw Chinese Taipei",1,NA,"Thammasat Stadium (Neutral Site)","Amirul Izwan Yaacob","","https://fbref.com/en/matches/060eddb2/Thailand-Chinese-Taipei-December-14-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Wed",2022-12-14,"21:00","Malaysia my",3,"mv Maldives",0,NA,"Stadium Bolasepak Kuala Lumpur (Neutral Site)","Sivakorn Pu-udom","","https://fbref.com/en/matches/c5687944/Malaysia-Maldives-December-14-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Sat",2022-12-17,"18:00","Singapore sg",3,"mv Maldives",1,3128,"Jalan Besar Stadium","","","https://fbref.com/en/matches/9faaf6e2/Singapore-Maldives-December-17-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-12-23,"20:30","Syria sy",1,"om Oman",2,NA,"Shabab Al Ahli Dubai Club / Al Aweer Sub... (Neutral Site)","","","https://fbref.com/en/matches/848f614a/Syria-Oman-December-23-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-12-30,"18:00","Oman om",1,"sy Syria",0,NA,"Police Officers Club Stadium (Neutral Site)","","","https://fbref.com/en/matches/e06298b8/Oman-Syria-December-30-2022-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2022,NA,NA,"Fri",2022-12-30,"19:30","UAE ae",1,"lb Lebanon",0,NA,"Al Maktoum Stadium","Qasim Matar Al Hatmi","","https://fbref.com/en/matches/c35ef583/United-Arab-Emirates-Lebanon-December-30-2022-Friendlies-M",NA,NA
"FIFA World Cup","M",NA,2022,"Group stage","1","Sun",2022-11-20,"19:00","Qatar qa",0,"ec Ecuador",2,67372,"Al Bayt Stadium (Neutral Site)","Daniele Orsato","","https://fbref.com/en/matches/1b2886ce/Qatar-Ecuador-November-20-2022-World-Cup",0.3,1.2
"FIFA World Cup","M",NA,2022,"Group stage","1","Mon",2022-11-21,"16:00","England eng",6,"ir IR Iran",2,45334,"Khalifa International Stadium (Neutral Site)","Raphael Claus","","https://fbref.com/en/matches/d8a472c1/England-IR-Iran-November-21-2022-World-Cup",2.1,1.4
"FIFA World Cup","M",NA,2022,"Group stage","1","Mon",2022-11-21,"19:00","Senegal sn",0,"nl Netherlands",2,41721,"Al Thumama Stadium (Neutral Site)","Wilton Sampaio","","https://fbref.com/en/matches/21eb041c/Senegal-Netherlands-November-21-2022-World-Cup",0.9,0.7
"FIFA World Cup","M",NA,2022,"Group stage","1","Mon",2022-11-21,"22:00","United States us",1,"wls Wales",1,43418,"Ahmed bin Ali Stadium (Neutral Site)","Abdulrahman Ibrahim Al Jassim","","https://fbref.com/en/matches/9de4c4cc/United-States-Wales-November-21-2022-World-Cup",0.8,1.5
"FIFA World Cup","M",NA,2022,"Group stage","1","Tue",2022-11-22,"13:00","Argentina ar",1,"sa Saudi Arabia",2,88012,"Lusail Iconic Stadium (Neutral Site)","Slavko Vinčič","","https://fbref.com/en/matches/109ad6ba/Argentina-Saudi-Arabia-November-22-2022-World-Cup",2.2,0.1
"FIFA World Cup","M",NA,2022,"Group stage","1","Tue",2022-11-22,"16:00","Denmark dk",0,"tn Tunisia",0,42925,"Education City Stadium (Neutral Site)","César Arturo Ramos","","https://fbref.com/en/matches/ea069a7f/Denmark-Tunisia-November-22-2022-World-Cup",1.4,0.9
"FIFA World Cup","M",NA,2022,"Group stage","1","Tue",2022-11-22,"19:00","Mexico mx",0,"pl Poland",0,39369,"Stadium 974 (Neutral Site)","Chris Beath","","https://fbref.com/en/matches/0f944fec/Mexico-Poland-November-22-2022-World-Cup",0.7,0.9
"FIFA World Cup","M",NA,2022,"Group stage","1","Tue",2022-11-22,"22:00","France fr",4,"au Australia",1,40875,"Al Janoub Stadium (Neutral Site)","Victor Gomes","","https://fbref.com/en/matches/539719fd/France-Australia-November-22-2022-World-Cup",4,0.5
"FIFA World Cup","M",NA,2022,"Group stage","1","Wed",2022-11-23,"13:00","Morocco ma",0,"hr Croatia",0,59407,"Al Bayt Stadium (Neutral Site)","Fernando Rapallini","","https://fbref.com/en/matches/197b3688/Morocco-Croatia-November-23-2022-World-Cup",0.4,0.5
"FIFA World Cup","M",NA,2022,"Group stage","1","Wed",2022-11-23,"16:00","Germany de",1,"jp Japan",2,42608,"Khalifa International Stadium (Neutral Site)","Iván Barton","","https://fbref.com/en/matches/a3556b5a/Germany-Japan-November-23-2022-World-Cup",3.1,1.5
"FIFA World Cup","M",NA,2022,"Group stage","1","Wed",2022-11-23,"19:00","Spain es",7,"cr Costa Rica",0,40013,"Al Thumama Stadium (Neutral Site)","Mohammed Abdulla Hassan","","https://fbref.com/en/matches/dadb1883/Spain-Costa-Rica-November-23-2022-World-Cup",3.5,0
"FIFA World Cup","M",NA,2022,"Group stage","1","Wed",2022-11-23,"22:00","Belgium be",1,"ca Canada",0,40432,"Ahmed bin Ali Stadium (Neutral Site)","Janny Sikazwe","","https://fbref.com/en/matches/89c39a0a/Belgium-Canada-November-23-2022-World-Cup",0.8,2.4
"FIFA World Cup","M",NA,2022,"Group stage","1","Thu",2022-11-24,"13:00","Switzerland ch",1,"cm Cameroon",0,39089,"Al Janoub Stadium (Neutral Site)","Facundo Tello","","https://fbref.com/en/matches/2bfd41ff/Switzerland-Cameroon-November-24-2022-World-Cup",1.4,0.7
"FIFA World Cup","M",NA,2022,"Group stage","1","Thu",2022-11-24,"16:00","Uruguay uy",0,"kr Korea Republic",0,41663,"Education City Stadium (Neutral Site)","Clément Turpin","","https://fbref.com/en/matches/878d5504/Uruguay-Korea-Republic-November-24-2022-World-Cup",0.6,0.6
"FIFA World Cup","M",NA,2022,"Group stage","1","Thu",2022-11-24,"19:00","Portugal pt",3,"gh Ghana",2,42662,"Stadium 974 (Neutral Site)","Ismail Elfath","","https://fbref.com/en/matches/6a84c686/Portugal-Ghana-November-24-2022-World-Cup",2,0.9
"FIFA World Cup","M",NA,2022,"Group stage","1","Thu",2022-11-24,"22:00","Brazil br",2,"rs Serbia",0,88103,"Lusail Iconic Stadium (Neutral Site)","Alireza Faghani","","https://fbref.com/en/matches/457c3fcf/Brazil-Serbia-November-24-2022-World-Cup",2.4,0.2
"FIFA World Cup","M",NA,2022,"Group stage","2","Fri",2022-11-25,"13:00","Wales wls",0,"ir IR Iran",2,40875,"Ahmed bin Ali Stadium (Neutral Site)","Mario Escobar","","https://fbref.com/en/matches/ff2407b2/Wales-IR-Iran-November-25-2022-World-Cup",0.9,1.4
"FIFA World Cup","M",NA,2022,"Group stage","2","Fri",2022-11-25,"16:00","Qatar qa",1,"sn Senegal",3,41797,"Al Thumama Stadium (Neutral Site)","Antonio Matéu","","https://fbref.com/en/matches/bfc75e3c/Qatar-Senegal-November-25-2022-World-Cup",1,0.8
"FIFA World Cup","M",NA,2022,"Group stage","2","Fri",2022-11-25,"19:00","Netherlands nl",1,"ec Ecuador",1,44833,"Khalifa International Stadium (Neutral Site)","Mustapha Ghorbal","","https://fbref.com/en/matches/dd581756/Netherlands-Ecuador-November-25-2022-World-Cup",0.1,1.7
"FIFA World Cup","M",NA,2022,"Group stage","2","Fri",2022-11-25,"22:00","England eng",0,"us United States",0,68463,"Al Bayt Stadium (Neutral Site)","Jesús Valenzuela","","https://fbref.com/en/matches/cde0c30b/England-United-States-November-25-2022-World-Cup",0.8,0.6
"FIFA World Cup","M",NA,2022,"Group stage","2","Sat",2022-11-26,"13:00","Tunisia tn",0,"au Australia",1,41823,"Al Janoub Stadium (Neutral Site)","Daniel Siebert","","https://fbref.com/en/matches/b105bb5f/Tunisia-Australia-November-26-2022-World-Cup",0.9,0.6
"FIFA World Cup","M",NA,2022,"Group stage","2","Sat",2022-11-26,"16:00","Poland pl",2,"sa Saudi Arabia",0,44259,"Education City Stadium (Neutral Site)","Wilton Sampaio","","https://fbref.com/en/matches/8c7e37e6/Poland-Saudi-Arabia-November-26-2022-World-Cup",1.6,1.7
"FIFA World Cup","M",NA,2022,"Group stage","2","Sat",2022-11-26,"19:00","France fr",2,"dk Denmark",1,42860,"Stadium 974 (Neutral Site)","Szymon Marciniak","","https://fbref.com/en/matches/6ff09149/France-Denmark-November-26-2022-World-Cup",2.4,0.6
"FIFA World Cup","M",NA,2022,"Group stage","2","Sat",2022-11-26,"22:00","Argentina ar",2,"mx Mexico",0,88966,"Lusail Iconic Stadium (Neutral Site)","Daniele Orsato","","https://fbref.com/en/matches/d28d6c80/Argentina-Mexico-November-26-2022-World-Cup",0.3,0.3
"FIFA World Cup","M",NA,2022,"Group stage","2","Sun",2022-11-27,"13:00","Japan jp",0,"cr Costa Rica",1,41479,"Ahmed bin Ali Stadium (Neutral Site)","Michael Oliver","","https://fbref.com/en/matches/d56309f4/Japan-Costa-Rica-November-27-2022-World-Cup",0.9,0.1
"FIFA World Cup","M",NA,2022,"Group stage","2","Sun",2022-11-27,"16:00","Belgium be",0,"ma Morocco",2,43738,"Al Thumama Stadium (Neutral Site)","César Arturo Ramos","","https://fbref.com/en/matches/18d1b45b/Belgium-Morocco-November-27-2022-World-Cup",1,1.5
"FIFA World Cup","M",NA,2022,"Group stage","2","Sun",2022-11-27,"19:00","Croatia hr",4,"ca Canada",1,44374,"Khalifa International Stadium (Neutral Site)","Andrés Matonte","","https://fbref.com/en/matches/6bac97fe/Croatia-Canada-November-27-2022-World-Cup",2.6,0.4
"FIFA World Cup","M",NA,2022,"Group stage","2","Sun",2022-11-27,"22:00","Spain es",1,"de Germany",1,68895,"Al Bayt Stadium (Neutral Site)","Danny Makkelie","","https://fbref.com/en/matches/9397f79c/Spain-Germany-November-27-2022-World-Cup",0.6,1.3
"FIFA World Cup","M",NA,2022,"Group stage","2","Mon",2022-11-28,"13:00","Cameroon cm",3,"rs Serbia",3,39789,"Al Janoub Stadium (Neutral Site)","Mohammed Abdulla Hassan","","https://fbref.com/en/matches/fbe95cd2/Cameroon-Serbia-November-28-2022-World-Cup",2.2,1.9
"FIFA World Cup","M",NA,2022,"Group stage","2","Mon",2022-11-28,"16:00","Korea Republic kr",2,"gh Ghana",3,43983,"Education City Stadium (Neutral Site)","Anthony Taylor","","https://fbref.com/en/matches/38069bed/Korea-Republic-Ghana-November-28-2022-World-Cup",1.8,1.6
"FIFA World Cup","M",NA,2022,"Group stage","2","Mon",2022-11-28,"19:00","Brazil br",1,"ch Switzerland",0,43649,"Stadium 974 (Neutral Site)","Iván Barton","","https://fbref.com/en/matches/459240ee/Brazil-Switzerland-November-28-2022-World-Cup",1,0.3
"FIFA World Cup","M",NA,2022,"Group stage","2","Mon",2022-11-28,"22:00","Portugal pt",2,"uy Uruguay",0,88668,"Lusail Iconic Stadium (Neutral Site)","Alireza Faghani","","https://fbref.com/en/matches/90fded8a/Portugal-Uruguay-November-28-2022-World-Cup",1.3,1.3
"FIFA World Cup","M",NA,2022,"Group stage","3","Tue",2022-11-29,"18:00","Netherlands nl",2,"qa Qatar",0,66784,"Al Bayt Stadium (Neutral Site)","Bakary Papa Gassama","","https://fbref.com/en/matches/af95872a/Netherlands-Qatar-November-29-2022-World-Cup",1.6,0.1
"FIFA World Cup","M",NA,2022,"Group stage","3","Tue",2022-11-29,"18:00","Ecuador ec",1,"sn Senegal",2,44569,"Khalifa International Stadium (Neutral Site)","Clément Turpin","","https://fbref.com/en/matches/d33eadf0/Ecuador-Senegal-November-29-2022-World-Cup",0.9,2.1
"FIFA World Cup","M",NA,2022,"Group stage","3","Tue",2022-11-29,"22:00","Wales wls",0,"eng England",3,44297,"Ahmed bin Ali Stadium (Neutral Site)","Slavko Vinčič","","https://fbref.com/en/matches/e51b7436/Wales-England-November-29-2022-World-Cup",0.3,2.4
"FIFA World Cup","M",NA,2022,"Group stage","3","Tue",2022-11-29,"22:00","IR Iran ir",0,"us United States",1,42127,"Al Thumama Stadium (Neutral Site)","Antonio Matéu","","https://fbref.com/en/matches/dcd3b239/IR-Iran-United-States-November-29-2022-World-Cup",0.4,1.2
"FIFA World Cup","M",NA,2022,"Group stage","3","Wed",2022-11-30,"18:00","Australia au",1,"dk Denmark",0,41232,"Al Janoub Stadium (Neutral Site)","Mustapha Ghorbal","","https://fbref.com/en/matches/773b0721/Australia-Denmark-November-30-2022-World-Cup",0.6,0.6
"FIFA World Cup","M",NA,2022,"Group stage","3","Wed",2022-11-30,"18:00","Tunisia tn",1,"fr France",0,43627,"Education City Stadium (Neutral Site)","Matt Conger","","https://fbref.com/en/matches/acb6de0f/Tunisia-France-November-30-2022-World-Cup",0.5,0.8
"FIFA World Cup","M",NA,2022,"Group stage","3","Wed",2022-11-30,"22:00","Saudi Arabia sa",1,"mx Mexico",2,84985,"Lusail Iconic Stadium (Neutral Site)","Michael Oliver","","https://fbref.com/en/matches/6d3741e9/Saudi-Arabia-Mexico-November-30-2022-World-Cup",1.1,2.3
"FIFA World Cup","M",NA,2022,"Group stage","3","Wed",2022-11-30,"22:00","Poland pl",0,"ar Argentina",2,44089,"Stadium 974 (Neutral Site)","Danny Makkelie","","https://fbref.com/en/matches/aaa7a69d/Poland-Argentina-November-30-2022-World-Cup",0.3,3.5
"FIFA World Cup","M",NA,2022,"Group stage","3","Thu",2022-12-01,"18:00","Croatia hr",0,"be Belgium",0,43984,"Ahmed bin Ali Stadium (Neutral Site)","Anthony Taylor","","https://fbref.com/en/matches/ea7139a8/Croatia-Belgium-December-1-2022-World-Cup",0.7,3
"FIFA World Cup","M",NA,2022,"Group stage","3","Thu",2022-12-01,"18:00","Canada ca",1,"ma Morocco",2,43102,"Al Thumama Stadium (Neutral Site)","Raphael Claus","","https://fbref.com/en/matches/46776714/Canada-Morocco-December-1-2022-World-Cup",1.4,0.5
"FIFA World Cup","M",NA,2022,"Group stage","3","Thu",2022-12-01,"22:00","Japan jp",2,"es Spain",1,44851,"Khalifa International Stadium (Neutral Site)","Victor Gomes","","https://fbref.com/en/matches/f04828fe/Japan-Spain-December-1-2022-World-Cup",1.4,1
"FIFA World Cup","M",NA,2022,"Group stage","3","Thu",2022-12-01,"22:00","Costa Rica cr",2,"de Germany",4,67054,"Al Bayt Stadium (Neutral Site)","Stéphanie Frappart","","https://fbref.com/en/matches/6a2a024f/Costa-Rica-Germany-December-1-2022-World-Cup",1.3,5.7
"FIFA World Cup","M",NA,2022,"Group stage","3","Fri",2022-12-02,"18:00","Korea Republic kr",2,"pt Portugal",1,44097,"Education City Stadium (Neutral Site)","Facundo Tello","","https://fbref.com/en/matches/341e520f/Korea-Republic-Portugal-December-2-2022-World-Cup",1.7,1.3
"FIFA World Cup","M",NA,2022,"Group stage","3","Fri",2022-12-02,"18:00","Ghana gh",0,"uy Uruguay",2,43443,"Al Janoub Stadium (Neutral Site)","Daniel Siebert","","https://fbref.com/en/matches/0b62abf2/Ghana-Uruguay-December-2-2022-World-Cup",1.6,1.8
"FIFA World Cup","M",NA,2022,"Group stage","3","Fri",2022-12-02,"22:00","Cameroon cm",1,"br Brazil",0,85986,"Lusail Iconic Stadium (Neutral Site)","Ismail Elfath","","https://fbref.com/en/matches/5a2cc3c5/Cameroon-Brazil-December-2-2022-World-Cup",0.5,2.5
"FIFA World Cup","M",NA,2022,"Group stage","3","Fri",2022-12-02,"22:00","Serbia rs",2,"ch Switzerland",3,41378,"Stadium 974 (Neutral Site)","Fernando Rapallini","","https://fbref.com/en/matches/cef4945f/Serbia-Switzerland-December-2-2022-World-Cup",1.3,2.7
"FIFA World Cup","M",NA,2022,"Round of 16",NA,"Sat",2022-12-03,"18:00","Netherlands nl",3,"us United States",1,44846,"Khalifa International Stadium (Neutral Site)","Wilton Sampaio","","https://fbref.com/en/matches/249ccad4/Netherlands-United-States-December-3-2022-World-Cup",1.7,1.5
"FIFA World Cup","M",NA,2022,"Round of 16",NA,"Sat",2022-12-03,"22:00","Argentina ar",2,"au Australia",1,45032,"Ahmed bin Ali Stadium (Neutral Site)","Szymon Marciniak","","https://fbref.com/en/matches/4319c4bd/Argentina-Australia-December-3-2022-World-Cup",1.6,0.6
"FIFA World Cup","M",NA,2022,"Round of 16",NA,"Sun",2022-12-04,"18:00","France fr",3,"pl Poland",1,40989,"Al Thumama Stadium (Neutral Site)","Jesús Valenzuela","","https://fbref.com/en/matches/430fc603/France-Poland-December-4-2022-World-Cup",1.4,1.7
"FIFA World Cup","M",NA,2022,"Round of 16",NA,"Sun",2022-12-04,"22:00","England eng",3,"sn Senegal",0,65985,"Al Bayt Stadium (Neutral Site)","Iván Barton","","https://fbref.com/en/matches/a323f701/England-Senegal-December-4-2022-World-Cup",0.9,0.7
"FIFA World Cup","M",NA,2022,"Round of 16",NA,"Mon",2022-12-05,"18:00","Japan jp",1,"hr Croatia",1,42523,"Al Janoub Stadium (Neutral Site)","Ismail Elfath","Croatia won on penalty kicks following extra time","https://fbref.com/en/matches/4e74d7ed/Japan-Croatia-December-5-2022-World-Cup",1.2,1.4
"FIFA World Cup","M",NA,2022,"Round of 16",NA,"Mon",2022-12-05,"22:00","Brazil br",4,"kr Korea Republic",1,43847,"Stadium 974 (Neutral Site)","Clément Turpin","","https://fbref.com/en/matches/bc6994e8/Brazil-Korea-Republic-December-5-2022-World-Cup",3.6,0.5
"FIFA World Cup","M",NA,2022,"Round of 16",NA,"Tue",2022-12-06,"18:00","Morocco ma",0,"es Spain",0,44667,"Education City Stadium (Neutral Site)","Fernando Rapallini","Morocco won on penalty kicks following extra time","https://fbref.com/en/matches/4c0aa6b0/Morocco-Spain-December-6-2022-World-Cup",0.7,1
"FIFA World Cup","M",NA,2022,"Round of 16",NA,"Tue",2022-12-06,"22:00","Portugal pt",6,"ch Switzerland",1,83720,"Lusail Iconic Stadium (Neutral Site)","César Arturo Ramos","","https://fbref.com/en/matches/799eb586/Portugal-Switzerland-December-6-2022-World-Cup",2.3,1.1
"FIFA World Cup","M",NA,2022,"Quarter-finals",NA,"Fri",2022-12-09,"18:00","Croatia hr",1,"br Brazil",1,43893,"Education City Stadium (Neutral Site)","Michael Oliver","Croatia won on penalty kicks following extra time","https://fbref.com/en/matches/bb30147d/Croatia-Brazil-December-9-2022-World-Cup",0.6,2.5
"FIFA World Cup","M",NA,2022,"Quarter-finals",NA,"Fri",2022-12-09,"22:00","Netherlands nl",2,"ar Argentina",2,88235,"Lusail Iconic Stadium (Neutral Site)","Antonio Matéu","Argentina won on penalty kicks following extra time","https://fbref.com/en/matches/9fd14983/Netherlands-Argentina-December-9-2022-World-Cup",0.6,1.9
"FIFA World Cup","M",NA,2022,"Quarter-finals",NA,"Sat",2022-12-10,"18:00","Morocco ma",1,"pt Portugal",0,44198,"Al Thumama Stadium (Neutral Site)","Facundo Tello","","https://fbref.com/en/matches/170c8725/Morocco-Portugal-December-10-2022-World-Cup",1.4,0.9
"FIFA World Cup","M",NA,2022,"Quarter-finals",NA,"Sat",2022-12-10,"22:00","England eng",1,"fr France",2,68895,"Al Bayt Stadium (Neutral Site)","Wilton Sampaio","","https://fbref.com/en/matches/6d4b58f5/England-France-December-10-2022-World-Cup",2.4,0.9
"FIFA World Cup","M",NA,2022,"Semi-finals",NA,"Tue",2022-12-13,"22:00","Argentina ar",3,"hr Croatia",0,88966,"Lusail Iconic Stadium (Neutral Site)","Daniele Orsato","","https://fbref.com/en/matches/0b527037/Argentina-Croatia-December-13-2022-World-Cup",2.3,0.5
"FIFA World Cup","M",NA,2022,"Semi-finals",NA,"Wed",2022-12-14,"22:00","France fr",2,"ma Morocco",0,68294,"Al Bayt Stadium (Neutral Site)","César Arturo Ramos","","https://fbref.com/en/matches/85c72a0a/France-Morocco-December-14-2022-World-Cup",2,0.9
"FIFA World Cup","M",NA,2022,"Third-place match",NA,"Sat",2022-12-17,"18:00","Croatia hr",2,"ma Morocco",1,44137,"Khalifa International Stadium (Neutral Site)","Abdulrahman Ibrahim Al Jassim","","https://fbref.com/en/matches/9d73d381/Croatia-Morocco-December-17-2022-World-Cup",0.7,1.2
"FIFA World Cup","M",NA,2022,"Final",NA,"Sun",2022-12-18,"18:00","Argentina ar",3,"fr France",3,88966,"Lusail Iconic Stadium (Neutral Site)","Szymon Marciniak","Argentina won on penalty kicks following extra time","https://fbref.com/en/matches/7140acae/Argentina-France-December-18-2022-World-Cup",3.2,2.2
"UEFA European Football Championship","M",NA,2021,"Group stage","1","Fri",2021-06-11,"21:00","Türkiye tr",0,"it Italy",3,12916,"Stadio Olimpico (Neutral Site)","Danny Makkelie","","https://fbref.com/en/matches/95a9ebd1/Turkiye-Italy-June-11-2021-European-Championship",0.6,1.9
"UEFA European Football Championship","M",NA,2021,"Group stage","1","Sat",2021-06-12,"17:00","Wales wls",1,"ch Switzerland",1,8782,"Bakı Olimpiya Stadionu (Neutral Site)","Clément Turpin","","https://fbref.com/en/matches/d9eaa85c/Wales-Switzerland-June-12-2021-European-Championship",0.4,2.1
"UEFA European Football Championship","M",NA,2021,"Group stage","1","Sat",2021-06-12,"18:00","Denmark dk",0,"fi Finland",1,13790,"Parken (Neutral Site)","Anthony Taylor","","https://fbref.com/en/matches/c3c2ffa2/Denmark-Finland-June-12-2021-European-Championship",1.8,0.3
